modelID,RMSD,lddt,pcons,proq4,dan,seqlength,tmalign
DP00132r006_3,9.4,0.5876,0.848,0.59,0.447,395,0.5955
DP00591r001_1,10.37,0.4954,0.5,0.371,0.142,701,0.59571
DP02477r005_5,14.29,0.2767,0.768,0.39,0.396,353,0.59636
DP00902r002_5,13.04,0.2574,0.647,0.538,0.628,92,0.59787
DP02498r001_5,5.37,0.0994,0.705,0.463,0.397,227,0.59798
DP00591r001_4,10.82,0.4963,0.463,0.367,0.133,701,0.59825
DP01308r002_4,5.52,0.7285,0.683,0.289,0.205,171,0.59895
DP01110r001_4,3.17,0.443,0.961,0.319,0.34,175,0.60033
DP01110r001_3,3.17,0.4517,0.974,0.315,0.339,175,0.60074
DP02510r001_5,13.82,0.3462,0.853,0.578,0.425,254,0.60098
DP02498r001_2,4.14,0.096,0.695,0.459,0.393,227,0.60122
DP01110r001_2,3.16,0.4474,0.972,0.316,0.358,175,0.60161
DP02510r001_3,13.6,0.3483,0.859,0.575,0.463,254,0.6018
DP02510r001_1,13.76,0.3405,0.861,0.563,0.423,254,0.60414
DP00563r001_4,3.61,0.3844,0.812,0.247,0.248,204,0.60449
DP00812r001_1,7.08,0.3745,0.995,0.684,0.782,63,0.60598
DP00812r001_4,7.09,0.3733,0.995,0.683,0.779,63,0.60728
DP02143r003_5,5.54,0.5167,0.688,0.293,0.713,59,0.60732
DP00812r001_3,7.07,0.375,0.995,0.686,0.78,63,0.60734
DP00812r001_2,7.12,0.375,0.99,0.684,0.774,63,0.60736
DP00365r001_1,9.4,0.2145,0.975,0.676,0.695,129,0.60754
DP00365r001_4,9.42,0.2181,0.978,0.69,0.766,129,0.60831
DP01437r001_1,3.94,0.5417,0.958,0.302,0.338,66,0.60842
DP00365r001_3,9.38,0.216,0.975,0.697,0.838,129,0.60847
DP01308r002_2,4.06,0.7474,0.784,0.277,0.216,171,0.60873
DP00699r001_2,4.74,0.2906,0.723,0.332,0.2,406,0.60885
DP00365r001_2,9.41,0.2175,0.978,0.693,0.782,129,0.60898
DP00812r001_5,7.09,0.3731,0.989,0.681,0.745,63,0.60898
DP02510r001_4,13.76,0.3467,0.864,0.567,0.441,254,0.60907
DP00365r001_5,9.36,0.2168,0.977,0.692,0.763,129,0.60908
DP02477r005_2,14.34,0.2729,0.782,0.39,0.366,353,0.60938
DP00902r002_2,12.71,0.2578,0.826,0.563,0.628,92,0.6111
DP00902r002_3,12.61,0.2594,0.827,0.561,0.644,92,0.61178
DP02510r001_2,13.46,0.3478,0.837,0.56,0.418,254,0.61207
DP00902r002_4,12.6,0.2574,0.832,0.56,0.63,92,0.61273
DP02340r001_4,6.5,0.1429,0.959,0.575,0.566,92,0.61325
DP01308r002_1,4.4,0.7517,0.776,0.3,0.198,171,0.61556
DP01308r002_5,4.43,0.7204,0.78,0.299,0.19,171,0.61687
DP01437r001_4,3.95,0.5429,0.963,0.33,0.322,66,0.61735
DP02340r001_5,6.45,0.1415,0.962,0.564,0.536,92,0.61745
DP02340r001_3,6.47,0.1425,0.96,0.587,0.576,92,0.61779
DP01437r001_2,3.59,0.5523,0.973,0.306,0.316,66,0.61897
DP02340r001_1,6.46,0.1426,0.955,0.547,0.56,92,0.6197
DP00191r001_1,3.21,0.3299,0.905,0.52,0.392,90,0.62078
DP01437r001_3,3.68,0.5615,0.978,0.284,0.318,66,0.62111
DP00591r001_3,8.41,0.569,0.545,0.506,0.225,701,0.62134
DP02530r002_4,7.7,0.5453,0.452,0.458,0.228,788,0.62181
DP01437r001_5,3.61,0.5461,0.974,0.302,0.34,66,0.62209
DP02340r001_2,6.47,0.1424,0.958,0.552,0.555,92,0.62221
DP00191r001_2,3.22,0.3327,0.908,0.506,0.378,90,0.62366
DP00191r001_5,3.22,0.3244,0.922,0.499,0.392,90,0.62999
DP02148r002_1,2.69,0.3546,0.497,0.349,0.353,259,0.63319
DP01054r001_3,2.72,0.5258,0.954,0.514,0.501,67,0.6339
DP02530r002_3,7.38,0.4916,0.406,0.382,0.204,788,0.63446
DP02477r005_3,14.06,0.2803,0.827,0.408,0.426,353,0.63456
DP02490r001_1,6.01,0.3383,0.877,0.534,0.399,214,0.63465
DP02490r001_4,5.95,0.3425,0.877,0.566,0.438,214,0.63645
DP01512r001_1,3.57,0.4149,0.918,0.485,0.354,53,0.63705
DP02490r001_3,5.99,0.3409,0.888,0.547,0.43,214,0.63783
DP00902r002_1,7.77,0.2578,0.737,0.536,0.628,92,0.63875
DP01512r001_3,3.5,0.4166,0.912,0.492,0.35,53,0.63972
DP02477r005_1,14.03,0.2705,0.798,0.397,0.356,353,0.64048
DP00191r001_3,3.21,0.3351,0.905,0.52,0.419,90,0.64052
DP02490r001_2,5.98,0.3465,0.894,0.543,0.419,214,0.64071
DP02477r005_4,13.89,0.2759,0.782,0.394,0.349,353,0.64072
DP02490r001_5,5.96,0.3428,0.868,0.551,0.429,214,0.64103
DP01512r001_2,3.18,0.4105,0.9,0.478,0.372,53,0.64153
DP01512r001_4,4.16,0.4055,0.844,0.467,0.338,53,0.64221
DP00184r004_1,7.24,0.6966,0.786,0.502,0.553,110,0.64231
DP00191r001_4,3.13,0.3389,0.917,0.556,0.364,90,0.64295
DP00184r004_5,7.31,0.6954,0.783,0.504,0.504,110,0.64343
DP01512r001_5,3.45,0.4143,0.927,0.479,0.339,53,0.64363
DP01054r001_4,2.62,0.5207,0.968,0.551,0.55,67,0.64463
DP01054r001_2,2.59,0.5298,0.973,0.543,0.588,67,0.64545
DP01054r001_5,2.62,0.5299,0.973,0.546,0.59,67,0.64718
DP00904r001_1,4.7,0.5156,0.847,0.5,0.558,110,0.64725
DP00184r004_3,5.27,0.688,0.724,0.495,0.544,110,0.64749
DP00902r001_1,13.09,0.2522,0.943,0.615,0.658,101,0.65115
DP00250r010_3,7.15,0.2367,0.802,0.532,0.38,194,0.65166
DP00902r001_5,12.82,0.254,0.943,0.611,0.662,101,0.65202
DP00850r001_5,4.53,0.1609,0.879,0.569,0.55,116,0.65286
DP00902r001_2,13.05,0.2505,0.957,0.631,0.654,101,0.65301
DP01054r001_1,2.59,0.5371,0.969,0.556,0.582,67,0.65354
DP00902r001_4,13.06,0.2483,0.946,0.607,0.629,101,0.65364
DP00850r001_1,4.47,0.16,0.887,0.576,0.549,116,0.6539
DP00902r001_3,12.91,0.2531,0.951,0.633,0.654,101,0.65396
DP00673r001_1,3.32,0.5029,0.945,0.338,0.565,104,0.65679
DP00673r001_2,3.26,0.5001,0.963,0.333,0.562,104,0.65751
DP00850r001_3,4.02,0.1576,0.888,0.57,0.479,116,0.65768
DP00333r001_5,19.91,0.6777,0.7,0.493,0.323,417,0.65779
DP00904r001_5,3.38,0.5177,0.877,0.441,0.492,110,0.65845
DP00850r001_4,4.07,0.1587,0.884,0.567,0.524,116,0.65848
DP00850r001_2,3.9,0.1596,0.888,0.566,0.502,116,0.65883
DP02148r002_2,2.35,0.3801,0.683,0.396,0.326,259,0.65908
DP01011r001_4,2.24,0.3793,0.971,0.548,0.533,65,0.65918
DP00699r001_4,4.2,0.3221,0.738,0.311,0.198,406,0.65937
DP00179r001_2,2.14,0.7793,0.858,0.211,0.605,68,0.66038
DP00250r010_5,5.66,0.2439,0.828,0.526,0.378,194,0.66056
DP00333r001_1,18.91,0.6867,0.71,0.497,0.333,417,0.66163
DP00673r001_4,3.23,0.5046,0.961,0.341,0.568,104,0.66199
DP01944r001_3,4.29,0.2906,0.988,0.3,0.402,103,0.66234
DP00250r010_1,6.35,0.2392,0.829,0.516,0.372,194,0.66317
DP00624r001_2,2.15,0.5824,0.967,0.214,0.826,53,0.66358
DP01011r001_5,2.23,0.3792,0.971,0.556,0.487,65,0.66414
DP00141r001_4,2.76,0.4225,0.983,0.484,0.468,89,0.66415
DP01011r001_1,2.2,0.3798,0.964,0.542,0.532,65,0.66501
DP01944r001_2,4.18,0.2957,0.986,0.331,0.42,103,0.6654
DP00250r010_2,5.98,0.2407,0.791,0.523,0.388,194,0.66567
DP00904r001_3,3.39,0.5114,0.92,0.477,0.498,110,0.66574
DP00624r001_1,2.24,0.6192,0.983,0.204,0.944,53,0.66601
DP01011r001_2,2.2,0.3782,0.961,0.545,0.538,65,0.66615
DP00624r001_4,2.25,0.6092,0.988,0.184,0.964,53,0.66617
DP00333r001_3,17.71,0.6925,0.709,0.51,0.36,417,0.66663
DP00624r001_5,2.25,0.606,0.984,0.2,0.928,53,0.66675
DP00673r001_3,3.15,0.507,0.961,0.344,0.522,104,0.66679
DP00624r001_3,2.26,0.6174,0.988,0.189,0.971,53,0.66685
DP02148r002_3,2.2,0.4001,0.47,0.387,0.435,259,0.6677
DP00184r004_4,4.11,0.6997,0.789,0.5,0.511,110,0.66779
DP00904r001_4,3.37,0.5156,0.919,0.449,0.476,110,0.66786
DP01254r001_3,2.58,0.604,0.996,0.496,0.518,77,0.66797
DP01254r001_1,2.59,0.6042,0.995,0.497,0.515,77,0.66803
DP01254r001_4,2.58,0.6043,0.996,0.487,0.523,77,0.66824
DP00083r001_5,3.56,0.6514,0.835,0.304,0.794,57,0.66864
DP00904r001_2,3.39,0.5178,0.923,0.464,0.508,110,0.66881
DP01011r001_3,2.17,0.3787,0.973,0.518,0.514,65,0.66923
DP01944r001_4,4.28,0.2923,0.99,0.303,0.392,103,0.6694
DP00141r001_2,2.75,0.426,0.987,0.553,0.502,89,0.66977
DP00250r010_4,6.07,0.2438,0.808,0.532,0.414,194,0.66979
DP00333r001_4,23.79,0.6923,0.715,0.516,0.352,417,0.66979
DP00141r001_1,2.74,0.425,0.986,0.507,0.494,89,0.67056
DP00333r001_2,18,0.6932,0.715,0.516,0.364,417,0.67097
DP00179r001_4,2.15,0.7994,0.849,0.201,0.602,68,0.67164
DP01254r001_2,2.61,0.6015,0.995,0.496,0.518,77,0.67184
DP02486r001_1,5.09,0.6015,0.628,0.518,0.392,204,0.67243
DP00141r001_5,2.7,0.4183,0.986,0.558,0.519,89,0.67304
DP01944r001_5,4.25,0.2959,0.988,0.314,0.41,103,0.67336
DP00673r001_5,3.09,0.5036,0.908,0.326,0.521,104,0.67362
DP00141r001_3,2.73,0.431,0.985,0.511,0.5,89,0.67366
DP02148r002_5,2.19,0.3852,0.666,0.408,0.474,259,0.67575
DP02518r001_3,11.49,0.1083,0.735,0.458,0.516,224,0.67593
DP02518r001_5,7.85,0.108,0.737,0.481,0.448,224,0.67644
DP01254r001_5,2.55,0.6124,0.993,0.482,0.522,77,0.67668
DP01944r001_1,4.29,0.2873,0.989,0.333,0.391,103,0.67786
DP00006r005_1,4.26,0.5059,0.837,0.529,0.49,104,0.67848
DP02148r002_4,2.18,0.3884,0.642,0.406,0.454,259,0.67851
DP02518r001_1,12.41,0.1068,0.743,0.463,0.492,224,0.67855
DP02484r001_1,5.2,0.5786,0.919,0.43,0.381,244,0.67873
DP00563r001_5,3.5,0.4364,0.81,0.201,0.302,204,0.67878
DP00563r001_1,3.93,0.4426,0.812,0.209,0.29,204,0.67882
DP00563r001_3,4.18,0.4391,0.803,0.207,0.288,204,0.67961
DP00184r004_2,4,0.7036,0.785,0.491,0.53,110,0.67969
DP00055r002_5,4.58,0.4489,0.9,0.638,0.588,73,0.68032
DP00055r002_1,4.68,0.4473,0.91,0.643,0.592,73,0.68043
DP02484r001_3,5.23,0.5962,0.936,0.446,0.397,244,0.6811
DP01070r005_5,4.06,0.6546,0.968,0.462,0.564,79,0.68175
DP00940r001_4,5.3,0.3895,0.886,0.247,0.2,332,0.68272
DP01070r005_4,4.12,0.6509,0.97,0.5,0.598,79,0.6842
DP02484r001_4,5.3,0.5934,0.926,0.424,0.404,244,0.68456
DP00055r002_3,4.32,0.4453,0.907,0.627,0.592,73,0.68465
DP02484r001_5,5.11,0.5903,0.943,0.432,0.392,244,0.68528
DP01048r004_2,2.31,0.5327,0.978,0.386,0.818,53,0.68554
DP01070r005_2,4.15,0.659,0.975,0.471,0.626,79,0.68571
DP02518r001_2,9.81,0.1087,0.747,0.468,0.472,224,0.68607
DP00055r002_4,4.7,0.4333,0.869,0.613,0.542,73,0.68698
DP01070r005_3,4.13,0.6511,0.974,0.473,0.594,79,0.68704
DP01498r001_1,2.13,0.8219,0.999,0.336,0.499,71,0.68737
DP00055r002_2,4.65,0.4408,0.928,0.627,0.586,73,0.68767
DP01498r001_4,2.13,0.8077,0.999,0.316,0.482,71,0.68772
DP02518r001_4,9.49,0.1077,0.739,0.474,0.52,224,0.68774
DP01070r005_1,3.69,0.657,0.942,0.496,0.603,79,0.68808
DP00200r003_1,2.67,0.6641,0.943,0.134,0.848,33,0.68989
DP00006r005_3,3.56,0.5132,0.895,0.514,0.533,104,0.69014
DP02484r001_2,5.04,0.5949,0.935,0.443,0.432,244,0.69075
DP01498r001_2,2.12,0.8037,0.999,0.353,0.463,71,0.69114
DP01498r001_3,2.11,0.798,0.997,0.328,0.399,71,0.69179
DP01048r004_1,2.33,0.5623,0.994,0.387,0.956,53,0.69202
DP01048r004_3,2.33,0.5629,0.994,0.382,0.957,53,0.69212
DP01048r004_4,2.33,0.5629,0.994,0.382,0.958,53,0.69222
DP01048r004_5,2.32,0.5626,0.994,0.384,0.958,53,0.69251
DP01498r001_5,2.1,0.7953,0.999,0.398,0.501,71,0.693
DP00006r005_5,3.68,0.5144,0.914,0.564,0.53,104,0.69525
DP00200r003_3,2.71,0.684,0.946,0.149,0.805,33,0.69714
DP00006r005_2,3.65,0.5163,0.911,0.537,0.5,104,0.69896
DP00179r001_1,0.83,0.888,0.914,0.213,0.613,68,0.70069
DP00179r001_3,0.82,0.8826,0.913,0.2,0.59,68,0.70161
DP00179r001_5,0.85,0.8708,0.908,0.195,0.609,68,0.70203
DP00940r001_1,5.45,0.441,0.888,0.278,0.264,332,0.7042
DP00006r005_4,3.45,0.5133,0.904,0.519,0.518,104,0.70444
DP02486r001_3,4.86,0.5991,0.654,0.547,0.354,204,0.70566
DP00140r001_4,6.03,0.7102,0.798,0.532,0.586,85,0.70755
DP00140r001_5,5.44,0.7047,0.82,0.509,0.526,85,0.70906
DP00200r003_5,2.64,0.6803,0.955,0.157,0.886,33,0.70925
DP01499r001_3,2.71,0.7654,0.942,0.379,0.382,78,0.71121
DP00518r027_5,3.17,0.7124,0.814,0.117,0.835,33,0.7125
DP01316r001_3,9.25,0.6654,0.979,0.514,0.287,135,0.71259
DP01316r001_2,9.74,0.6606,0.977,0.52,0.293,135,0.71328
DP00200r003_2,2.7,0.6975,0.955,0.149,0.904,33,0.71356
DP01316r001_5,9.23,0.6637,0.977,0.521,0.291,135,0.71405
DP01526r006_4,4.35,0.6529,0.922,0.504,0.342,92,0.71502
DP01526r006_5,4.07,0.6344,0.933,0.519,0.318,92,0.71568
DP00423r001_1,4.22,0.6113,0.963,0.59,0.584,88,0.71591
DP00423r001_4,4.22,0.6137,0.974,0.579,0.576,88,0.71622
DP01526r006_3,4.64,0.6493,0.887,0.531,0.386,92,0.71755
DP01316r001_4,9.04,0.6729,0.977,0.519,0.286,135,0.71817
DP00423r001_5,4.26,0.621,0.968,0.569,0.578,88,0.71882
DP01316r001_1,9.24,0.6662,0.981,0.539,0.297,135,0.7192
DP01526r006_1,4.17,0.6521,0.935,0.515,0.358,92,0.7192
DP00423r001_3,4.17,0.6163,0.967,0.562,0.581,88,0.71922
DP00423r001_2,4.2,0.6156,0.948,0.607,0.592,88,0.71949
DP00200r003_4,2.55,0.6776,0.852,0.155,0.834,33,0.72073
DP00940r001_2,5.48,0.453,0.927,0.264,0.246,332,0.72204
DP01526r006_2,4.14,0.671,0.929,0.549,0.369,92,0.7223
DP00140r001_2,4.5,0.7067,0.826,0.534,0.513,85,0.72248
DP02486r001_4,4.42,0.6059,0.636,0.525,0.354,204,0.72362
DP00140r001_3,4.89,0.6968,0.838,0.541,0.557,85,0.72534
DP00626r001_5,6.85,0.2067,0.914,0.578,0.48,139,0.72752
DP01499r001_2,2.57,0.7763,0.946,0.374,0.499,78,0.7295
DP00626r001_3,7.13,0.2071,0.942,0.599,0.516,139,0.73005
DP01499r001_5,2.62,0.7517,0.951,0.363,0.39,78,0.73119
DP00626r001_1,7.27,0.206,0.942,0.592,0.532,139,0.73218
DP00626r001_4,7.2,0.2065,0.944,0.582,0.497,139,0.73237
DP00242r001_5,3.38,0.7339,0.967,0.629,0.704,83,0.73287
DP00626r001_2,7.61,0.205,0.924,0.572,0.516,139,0.73307
DP00518r027_1,2.16,0.7186,0.721,0.113,0.847,33,0.73348
DP02486r001_5,3.71,0.6153,0.498,0.529,0.371,204,0.73468
DP00242r001_3,3.45,0.7249,0.955,0.578,0.62,83,0.73537
DP00140r001_1,4.42,0.6965,0.834,0.505,0.543,85,0.73539
DP00242r001_2,3.42,0.7366,0.973,0.597,0.627,83,0.73557
DP00242r001_4,3.44,0.7363,0.976,0.585,0.603,83,0.73595
DP00716r001_4,3.11,0.4979,0.897,0.396,0.294,279,0.73595
DP01499r001_4,2.41,0.778,0.91,0.373,0.491,78,0.73775
DP00242r001_1,3.39,0.7354,0.976,0.608,0.631,83,0.73916
DP01141r003_5,6.2,0.7086,0.762,0.232,0.904,52,0.73922
DP02486r001_2,3.82,0.6051,0.537,0.552,0.391,204,0.73937
DP01942r001_3,2.48,0.3074,0.983,0.315,0.294,236,0.74312
DP01942r001_4,2.6,0.3076,0.964,0.324,0.347,236,0.74396
DP00716r001_3,3.26,0.5091,0.883,0.399,0.298,279,0.74427
DP01942r001_2,2.46,0.3068,0.977,0.284,0.314,236,0.7448
DP01500r001_2,1.85,0.8015,0.96,0.383,0.306,64,0.74614
DP01141r003_4,3.83,0.7358,0.727,0.244,0.889,52,0.74732
DP01499r001_1,2.62,0.7651,0.937,0.377,0.45,78,0.749
DP00164r001_3,2.39,0.5387,0.995,0.441,0.453,106,0.74916
DP00164r001_4,2.38,0.5325,0.993,0.415,0.464,106,0.7492
DP00716r001_2,3.06,0.4968,0.894,0.394,0.287,279,0.74928
DP01942r001_5,2.46,0.3051,0.984,0.292,0.371,236,0.75007
DP00164r001_1,2.38,0.5418,0.996,0.425,0.437,106,0.75052
DP00716r001_1,3.06,0.5157,0.914,0.404,0.314,279,0.75067
DP00164r001_5,2.41,0.5447,0.994,0.412,0.434,106,0.75073
DP01942r001_1,2.44,0.3075,0.983,0.293,0.299,236,0.75256
DP01500r001_3,1.85,0.8133,0.954,0.385,0.308,64,0.75312
DP00164r001_2,2.38,0.5442,0.996,0.43,0.448,106,0.75402
DP02516r001_3,3.03,0.2733,0.969,0.507,0.442,236,0.75538
DP02516r001_1,3.03,0.2759,0.976,0.501,0.453,236,0.75606
DP00716r001_5,3.11,0.5178,0.898,0.397,0.292,279,0.7562
DP02516r001_5,3.02,0.278,0.971,0.503,0.47,236,0.75665
DP00645r001_3,2.16,0.5415,0.893,0.268,0.32,185,0.75756
DP02516r001_4,3.01,0.2712,0.964,0.511,0.446,236,0.75806
DP02516r001_2,3.01,0.2713,0.956,0.513,0.431,236,0.75932
DP00940r001_3,5.3,0.4754,0.945,0.274,0.276,332,0.75948
DP00083r001_2,2.61,0.7249,0.955,0.358,0.953,57,0.76012
DP00645r001_4,2.03,0.5322,0.896,0.288,0.312,185,0.76021
DP00083r001_3,2.63,0.7222,0.95,0.346,0.913,57,0.76039
DP01951r004_5,1.88,0.4936,0.962,0.625,0.668,70,0.76339
DP00083r001_4,2.52,0.7283,0.926,0.377,0.952,57,0.76463
DP00940r001_5,5.27,0.4655,0.943,0.274,0.273,332,0.76488
DP00083r001_1,2.59,0.7343,0.943,0.344,0.93,57,0.76517
DP01951r004_2,1.78,0.4877,0.954,0.596,0.656,70,0.76584
DP01500r001_4,2.08,0.7897,0.905,0.37,0.39,64,0.76597
DP01951r004_4,1.84,0.4928,0.968,0.617,0.634,70,0.76688
DP00621r001_4,3.02,0.6044,0.903,0.585,0.492,113,0.76841
DP01141r003_1,2.65,0.7502,0.858,0.248,0.901,52,0.77012
DP00645r001_5,2.07,0.5434,0.897,0.29,0.302,185,0.77233
DP01141r003_3,2.65,0.7503,0.858,0.248,0.901,52,0.77284
DP00980r001_1,2.09,0.2096,0.926,0.481,0.534,83,0.77292
DP01141r003_2,2.57,0.735,0.855,0.244,0.905,52,0.77301
DP00980r001_3,2.11,0.2108,0.882,0.487,0.54,83,0.77323
DP01951r004_1,1.77,0.4963,0.968,0.617,0.646,70,0.77464
DP01951r004_3,1.74,0.4886,0.948,0.587,0.657,70,0.7752
DP00980r001_5,2.13,0.2086,0.942,0.5,0.534,83,0.77577
DP01500r001_1,1.66,0.8349,0.957,0.337,0.407,64,0.77817
DP00518r027_4,2.36,0.746,0.867,0.116,0.885,33,0.77963
DP00518r027_2,2.41,0.7452,0.865,0.115,0.872,33,0.77991
DP00980r001_4,2.1,0.2104,0.942,0.498,0.514,83,0.77994
DP00645r001_2,1.99,0.5374,0.897,0.28,0.293,185,0.78108
DP01428r001_4,2.71,0.2067,0.898,0.585,0.377,80,0.78124
DP00136r008_3,2.14,0.3459,0.982,0.538,0.629,89,0.78137
DP00136r008_2,2.13,0.3472,0.986,0.545,0.62,89,0.78207
DP00518r027_3,1.44,0.7611,0.859,0.119,0.833,33,0.78211
DP01500r001_5,1.67,0.8383,0.966,0.369,0.47,64,0.78244
DP00136r008_5,2.13,0.3485,0.983,0.544,0.614,89,0.78379
DP00621r001_2,2.46,0.6234,0.923,0.606,0.538,113,0.78416
DP00621r001_5,2.44,0.6058,0.925,0.611,0.546,113,0.78507
DP01428r001_3,2.43,0.2082,0.89,0.598,0.373,80,0.78547
DP00621r001_3,2.64,0.6063,0.917,0.584,0.518,113,0.78554
DP00136r008_1,2.16,0.3474,0.97,0.52,0.628,89,0.78636
DP01428r001_2,2.77,0.2084,0.9,0.591,0.368,80,0.78705
DP01428r001_5,2.06,0.2052,0.887,0.605,0.351,80,0.78734
DP00621r001_1,2.63,0.614,0.917,0.598,0.546,113,0.78735
DP00136r008_4,2.08,0.3475,0.984,0.532,0.624,89,0.78835
DP00980r001_2,2.01,0.2069,0.943,0.496,0.55,83,0.78842
DP01428r001_1,2.02,0.2089,0.877,0.57,0.367,80,0.79431
DP00387r001_3,2.54,0.489,0.964,0.592,0.57,116,0.7975
DP00387r001_4,2.61,0.4914,0.957,0.584,0.568,116,0.79761
DP00965r003_4,1.44,0.7308,0.989,0.268,0.838,49,0.79886
DP00387r001_5,2.59,0.4857,0.967,0.57,0.552,116,0.79919
DP00965r003_5,1.44,0.7307,0.99,0.268,0.836,49,0.7992
DP00387r001_1,2.61,0.4862,0.948,0.564,0.592,116,0.80009
DP00387r001_2,2.52,0.4888,0.968,0.59,0.588,116,0.80085
DP01201r007_4,2.13,0.6584,0.944,0.436,0.602,88,0.80124
DP00965r003_2,1.41,0.7171,0.983,0.266,0.788,49,0.80292
DP00193r001_5,4.09,0.2833,0.924,0.555,0.414,178,0.80352
DP00193r001_2,4.04,0.2868,0.915,0.564,0.444,178,0.80386
DP00193r001_3,4.05,0.2849,0.916,0.56,0.426,178,0.80422
DP00587r001_1,2.55,0.1571,0.939,0.529,0.458,243,0.80457
DP00193r001_1,4.03,0.2877,0.926,0.549,0.427,178,0.80545
DP00965r003_3,1.4,0.7156,0.989,0.28,0.845,49,0.8067
DP00965r003_1,1.42,0.7039,0.969,0.233,0.604,49,0.80818
DP01201r007_5,1.99,0.6585,0.942,0.425,0.56,88,0.80848
DP00587r001_5,2.45,0.1564,0.961,0.541,0.457,243,0.80943
DP00193r001_4,4.03,0.2831,0.913,0.537,0.426,178,0.80944
DP01201r007_2,2.1,0.6625,0.939,0.439,0.59,88,0.80961
DP01474r001_3,2.37,0.6384,0.955,0.495,0.293,130,0.80992
DP00587r001_2,2.34,0.1572,0.954,0.516,0.424,243,0.81033
DP00587r001_3,2.04,0.1579,0.95,0.527,0.423,243,0.81177
DP00863r001_4,1.77,0.3529,0.95,0.634,0.67,72,0.81201
DP01474r001_5,2.45,0.6655,0.958,0.502,0.306,130,0.81318
DP00587r001_4,2.03,0.1566,0.957,0.545,0.444,243,0.81331
DP01474r001_4,2.45,0.6534,0.958,0.492,0.285,130,0.81342
DP00173r001_3,1.72,0.4501,0.956,0.502,0.528,116,0.81392
DP01201r007_3,1.99,0.6638,0.947,0.434,0.568,88,0.81405
DP01201r007_1,1.92,0.6669,0.951,0.422,0.557,88,0.81579
DP01474r001_2,2.36,0.6603,0.937,0.495,0.293,130,0.81588
DP00863r001_3,1.66,0.3617,0.961,0.646,0.67,72,0.81752
DP00863r001_1,1.72,0.364,0.961,0.629,0.652,72,0.81845
DP00863r001_5,1.67,0.356,0.966,0.617,0.66,72,0.81976
DP00173r001_4,1.71,0.4625,0.976,0.468,0.485,116,0.81981
DP01474r001_1,2.28,0.6564,0.956,0.502,0.322,130,0.82106
DP00173r001_2,1.72,0.4605,0.976,0.488,0.479,116,0.82107
DP00173r001_5,1.78,0.4501,0.965,0.492,0.482,116,0.82143
DP00173r001_1,1.7,0.4578,0.975,0.513,0.449,116,0.82294
DP01501r001_5,1.49,0.476,0.976,0.327,0.436,69,0.82453
DP01361r002_5,1.58,0.6682,0.919,0.545,0.315,96,0.82458
DP00863r001_2,1.6,0.3572,0.964,0.633,0.648,72,0.82596
DP00877r001_2,1.2,0.8607,0.962,0.27,0.512,64,0.82694
DP01501r001_1,1.37,0.4775,0.982,0.32,0.46,69,0.82913
DP01501r001_3,1.43,0.4727,0.972,0.309,0.434,69,0.82914
DP01501r001_2,1.36,0.4718,0.985,0.367,0.339,69,0.82971
DP01501r001_4,1.35,0.4774,0.982,0.322,0.466,69,0.83125
DP00075r005_1,2.08,0.7469,0.959,0.438,0.836,77,0.83182
DP00075r005_5,2.11,0.7631,0.953,0.437,0.818,77,0.83228
DP00075r005_3,1.88,0.7481,0.967,0.417,0.824,77,0.83304
DP00075r005_2,1.76,0.7624,0.953,0.449,0.822,77,0.83651
DP01361r002_2,1.57,0.718,0.906,0.501,0.312,96,0.83785
DP00190r001_4,2.31,0.6537,0.978,0.605,0.583,173,0.83834
DP00190r001_5,2.25,0.6494,0.973,0.59,0.55,173,0.83933
DP01248r001_2,2.36,0.6256,0.969,0.628,0.582,125,0.83974
DP00075r005_4,1.84,0.7496,0.967,0.43,0.826,77,0.83983
DP00190r001_3,2.27,0.652,0.978,0.587,0.565,173,0.83984
DP00190r001_2,2.29,0.658,0.98,0.597,0.583,173,0.84025
DP01870r001_4,2.15,0.7442,0.957,0.437,0.48,81,0.84121
DP00190r001_1,2.22,0.65,0.974,0.602,0.562,173,0.84183
DP01248r001_1,2.25,0.6345,0.969,0.618,0.564,125,0.84211
DP01248r001_4,2.21,0.6273,0.975,0.624,0.607,125,0.84338
DP01248r001_5,2.28,0.6361,0.97,0.627,0.637,125,0.84421
DP01361r002_4,1.47,0.7697,0.956,0.541,0.36,96,0.84579
DP01361r002_1,1.5,0.7687,0.956,0.51,0.329,96,0.84625
DP00340r001_3,2.1,0.2558,0.984,0.643,0.587,137,0.84638
DP01248r001_3,2.12,0.6331,0.971,0.629,0.625,125,0.84647
DP00340r001_1,2.1,0.2539,0.982,0.64,0.609,137,0.84658
DP00340r001_5,2.1,0.2565,0.985,0.643,0.613,137,0.84711
DP01971r001_3,2.49,0.6399,0.911,0.607,0.443,181,0.8473
DP01971r001_2,2.44,0.639,0.925,0.605,0.432,181,0.84745
DP01971r001_1,2.45,0.6238,0.927,0.595,0.425,181,0.84765
DP00340r001_4,2.09,0.2561,0.98,0.642,0.596,137,0.84779
DP00340r001_2,2.09,0.2543,0.981,0.636,0.616,137,0.84801
DP00591r001_2,3.21,0.6015,0.569,0.51,0.247,701,0.84819
DP01870r001_5,2.36,0.7456,0.936,0.442,0.5,81,0.8483
DP01870r001_1,2.05,0.7521,0.965,0.436,0.514,81,0.84861
