modelID seqlen tmalign RMSD proq4 pcons qmean DAN
DP01503r001_4 74 0.16962 18.11 0.326 0.10800000000000001 0.466 0.5
DP01503r001_5 74 0.14443 22.61 0.307 0.106 0.45 0.51
DP01512r001_1 53 0.19065 11.24 0.485 0.9179999999999999 0.45 0.354
DP01512r001_2 53 0.17799 16.03 0.478 0.9 0.42 0.3720000000000001
DP01512r001_3 53 0.18974000000000002 10.76 0.4920000000000001 0.912 0.483 0.35
DP01512r001_4 53 0.13559000000000002 15.13 0.467 0.8440000000000001 0.451 0.338
DP01512r001_5 53 0.174 10.61 0.479 0.927 0.46399999999999997 0.339
DP01521r001_1 282 0.16776 13.73 0.303 0.23199999999999998 0.331 0.121
DP01521r001_2 282 0.136 21.33 0.313 0.19399999999999998 0.349 0.157
DP01521r001_3 282 0.19115 13.8 0.316 0.214 0.33399999999999996 0.152
DP01521r001_4 282 0.14561 21.38 0.287 0.223 0.397 0.126
DP01521r001_5 282 0.1875 18.17 0.314 0.254 0.35 0.15
DP01524r001_1 41 0.17181 21.52 0.135 0.37799999999999995 0.6341463414999999 0.35200000000000004
DP01524r001_2 41 0.18302000000000002 18.23 0.135 0.413 0.6707317073 0.341
DP01524r001_3 41 0.17332999999999998 19.06 0.13 0.402 0.6341463414999999 0.35600000000000004
DP01524r001_4 41 0.17968 20.1 0.133 0.405 0.6951219512000001 0.349
DP01524r001_5 41 0.16344 20.76 0.13 0.321 0.6585365854 0.329
DP01526r006_1 92 0.17202 15.08 0.515 0.935 0.469 0.358
DP01526r006_2 92 0.161 12.65 0.5489999999999999 0.929 0.45899999999999996 0.369
DP01526r006_3 92 0.16485999999999998 14.08 0.531 0.887 0.474 0.386
DP01526r006_4 92 0.14156 15.64 0.504 0.922 0.465 0.342
DP01526r006_5 92 0.17139000000000001 17.42 0.519 0.9329999999999999 0.4270000000000001 0.318
DP01527r001_1 56 0.18880999999999998 20.44 0.555 0.469 0.429 0.363
DP01527r001_2 56 0.18747 30.49 0.5489999999999999 0.46 0.428 0.3720000000000001
DP01527r001_3 56 0.18980999999999998 14.12 0.5660000000000001 0.461 0.381 0.35200000000000004
DP01527r001_4 56 0.18783 18.94 0.552 0.46799999999999997 0.402 0.36
DP01527r001_5 56 0.18791 18.36 0.555 0.47200000000000003 0.396 0.375
DP01538r001_1 84 0.13197 16.46 0.29600000000000004 0.139 0.271 0.236
DP01538r001_2 84 0.12568 17.45 0.28800000000000003 0.142 0.341 0.251
DP01538r001_3 84 0.12405 17.0 0.266 0.16399999999999998 0.387 0.237
DP01538r001_4 84 0.1138 18.95 0.312 0.126 0.423 0.246
DP01538r001_5 84 0.11997000000000001 19.01 0.306 0.131 0.45299999999999996 0.262
DP01544r001_1 46 0.14822000000000002 18.51 0.28800000000000003 0.48 0.37799999999999995 0.348
DP01544r001_2 46 0.14752 25.42 0.179 0.478 0.418 0.395
DP01544r001_3 46 0.14842 17.37 0.172 0.475 0.33899999999999997 0.389
DP01544r001_4 46 0.14897 20.4 0.204 0.42100000000000004 0.349 0.425
DP01544r001_5 46 0.1489 18.17 0.177 0.48 0.42 0.387
DP01556r004_1 243 0.16371 19.5 0.42 0.941 0.379 0.205
DP01556r004_2 243 0.17598 14.81 0.417 0.9470000000000001 0.373 0.2
DP01556r004_3 243 0.19501 18.52 0.45 0.9420000000000001 0.381 0.19
DP01556r004_4 243 0.15954000000000002 15.92 0.429 0.948 0.371 0.204
DP01556r004_5 243 0.14720999999999998 26.7 0.442 0.9490000000000001 0.371 0.2
DP01590r001_1 89 0.13762 17.44 0.5760000000000001 0.65 0.374 0.406
DP01590r001_2 89 0.12953 30.22 0.581 0.639 0.382 0.405
DP01590r001_3 89 0.1652 18.17 0.578 0.645 0.387 0.42
DP01590r001_4 89 0.13464 26.28 0.562 0.634 0.379 0.386
DP01590r001_5 89 0.1471 18.49 0.5820000000000001 0.654 0.373 0.418
DP01593r002_1 140 0.14386 33.27 0.361 0.29100000000000004 0.381 0.264
DP01593r002_2 140 0.12724000000000002 29.91 0.34700000000000003 0.243 0.3720000000000001 0.231
DP01593r002_3 140 0.15211 31.49 0.331 0.22399999999999998 0.384 0.234
DP01593r002_4 140 0.14895999999999998 31.63 0.369 0.29 0.395 0.24
DP01593r002_5 140 0.13760999999999998 27.06 0.376 0.289 0.38799999999999996 0.233
DP01594r001_1 43 0.24873 12.55 0.35600000000000004 0.451 0.46 0.325
DP01594r001_2 43 0.2499 12.77 0.32299999999999995 0.434 0.39899999999999997 0.363
DP01594r001_3 43 0.25121 15.12 0.36 0.434 0.424 0.338
DP01594r001_4 43 0.24606 12.76 0.34600000000000003 0.4 0.41200000000000003 0.359
DP01594r001_5 43 0.24602 10.73 0.32299999999999995 0.426 0.409 0.328
DP01594r005_1 85 0.12445999999999999 21.04 0.381 0.302 0.39399999999999996 0.271
DP01594r005_2 85 0.14037 19.4 0.3670000000000001 0.258 0.38299999999999995 0.272
DP01594r005_3 85 0.15213 19.09 0.413 0.301 0.392 0.271
DP01594r005_4 85 0.12168 20.56 0.441 0.287 0.397 0.258
DP01594r005_5 85 0.16195 20.09 0.419 0.281 0.363 0.252
DP01600r001_1 31 0.28586999999999996 18.7 0.119 0.263 0.306 0.342
DP01600r001_2 31 0.25548000000000004 15.42 0.115 0.307 0.301 0.389
DP01600r001_3 31 0.25626 22.77 0.112 0.308 0.306 0.3670000000000001
DP01600r001_4 31 0.25788 24.95 0.121 0.25 0.293 0.345
DP01600r001_5 31 0.25495 23.46 0.116 0.31 0.28300000000000003 0.35
DP01611r002_1 395 0.10917 44.57 0.411 0.17 0.303 0.132
DP01611r002_2 395 0.15125 33.39 0.434 0.18899999999999997 0.311 0.138
DP01611r002_3 395 0.16141 28.28 0.424 0.19399999999999998 0.314 0.141
DP01611r002_4 395 0.12533 38.43 0.416 0.204 0.31 0.14
DP01611r002_5 395 0.18087999999999999 23.76 0.428 0.19399999999999998 0.316 0.14400000000000002
DP01616r001_1 113 0.11971 28.76 0.303 0.7070000000000001 0.389 0.271
DP01616r001_2 113 0.13426 33.42 0.329 0.7240000000000001 0.39 0.284
DP01616r001_3 113 0.13953 23.55 0.303 0.6859999999999999 0.402 0.263
DP01616r001_4 113 0.12182 27.92 0.32299999999999995 0.6779999999999999 0.39899999999999997 0.276
DP01616r001_5 113 0.16115 23.35 0.303 0.733 0.41100000000000003 0.269
DP01658r003_1 242 0.09851 47.83 0.388 0.096 0.33299999999999996 0.19
DP01658r003_2 242 0.09942999999999999 35.58 0.35600000000000004 0.10099999999999999 0.369 0.183
DP01658r003_3 242 0.10415 42.87 0.354 0.086 0.35200000000000004 0.183
DP01658r003_4 242 0.1059 37.9 0.379 0.087 0.322 0.187
DP01658r003_5 242 0.107 38.57 0.316 0.079 0.284 0.182
DP01658r004_1 99 0.09137999999999999 9.95 0.41 0.138 0.3720000000000001 0.214
DP01658r004_2 99 0.08597 11.35 0.303 0.10099999999999999 0.32299999999999995 0.214
DP01658r004_3 99 0.08475 10.31 0.312 0.10300000000000001 0.386 0.236
DP01658r004_4 99 0.08454 12.74 0.376 0.121 0.392 0.226
DP01658r004_5 99 0.08165 13.11 0.299 0.11699999999999999 0.387 0.213
DP01658r005_1 216 0.11429 44.32 0.405 0.36200000000000004 0.44 0.168
DP01658r005_2 216 0.12605 35.66 0.438 0.41700000000000004 0.435 0.181
DP01658r005_3 216 0.12159 35.99 0.429 0.392 0.444 0.175
DP01658r005_4 216 0.13155 30.76 0.389 0.33799999999999997 0.429 0.17600000000000002
DP01658r005_5 216 0.12822999999999998 33.96 0.408 0.325 0.426 0.172
DP01747r001_1 86 0.12850999999999999 25.13 0.272 0.287 0.385 0.315
DP01747r001_2 86 0.15258 30.26 0.294 0.294 0.425 0.32
DP01747r001_3 86 0.16186 36.8 0.276 0.318 0.396 0.349
DP01747r001_4 86 0.1395 27.36 0.302 0.32299999999999995 0.389 0.328
DP01747r001_5 86 0.1848 28.33 0.276 0.315 0.39299999999999996 0.322
DP01765r001_1 139 0.17991 8.53 0.267 0.312 0.552 0.358
DP01765r001_2 139 0.17048 9.32 0.277 0.201 0.457 0.293
DP01765r001_3 139 0.18322 9.47 0.302 0.233 0.54 0.332
DP01765r001_4 139 0.1806 8.64 0.262 0.315 0.524 0.379
DP01765r001_5 139 0.17739000000000002 10.15 0.246 0.257 0.505 0.358
DP01805r005_1 179 0.41063 4.0 0.394 0.7929999999999999 0.516 0.368
DP01805r005_2 179 0.40694 3.75 0.366 0.7559999999999999 0.545 0.314
DP01805r005_3 179 0.40291 4.22 0.354 0.7909999999999999 0.5579999999999999 0.335
DP01805r005_4 179 0.41053 4.04 0.375 0.809 0.51 0.35100000000000003
DP01805r005_5 179 0.40536 4.88 0.348 0.735 0.528 0.311
DP01806r001_1 108 0.22807 3.77 0.264 0.0 0.28800000000000003 0.295
DP01806r001_2 108 0.12796 3.5 0.262 0.0 0.297 0.314
DP01806r001_3 108 0.16868 3.35 0.253 0.0 0.295 0.297
DP01806r001_4 108 0.22529000000000002 3.74 0.226 0.0 0.29600000000000004 0.338
DP01806r001_5 108 0.2548 3.2 0.266 0.0 0.29 0.289
DP01825r001_1 48 0.36185 7.85 0.17600000000000002 0.281 0.402 0.369
DP01825r001_2 48 0.31231 10.12 0.154 0.265 0.4370000000000001 0.456
DP01825r001_3 48 0.30872 6.05 0.174 0.317 0.402 0.516
DP01825r001_4 48 0.41288 5.85 0.162 0.319 0.508 0.515
DP01825r001_5 48 0.26669 10.01 0.175 0.265 0.38299999999999995 0.448
DP01832r001_1 82 0.1975 12.05 0.342 0.51 0.7926829268000001 0.426
DP01832r001_2 82 0.21 10.27 0.376 0.633 0.7682926829000001 0.4320000000000001
DP01832r001_3 82 0.19291 11.71 0.368 0.408 0.7195121951000001 0.371
DP01832r001_4 82 0.1866 9.89 0.388 0.5479999999999999 0.7682926829000001 0.41
DP01832r001_5 82 0.22293000000000002 10.23 0.391 0.6409999999999999 0.7682926829000001 0.447
DP01841r001_1 51 0.46461 8.96 0.297 0.48700000000000004 0.4313725490000001 0.728
DP01841r001_2 51 0.46266 6.35 0.295 0.591 0.4705882353 0.716
DP01841r001_3 51 0.53951 4.48 0.35 0.583 0.4705882353 0.813
DP01841r001_4 51 0.54293 4.36 0.344 0.579 0.4901960784 0.7879999999999999
DP01841r001_5 51 0.43291 6.63 0.292 0.493 0.4705882353 0.746
DP01852r001_1 172 0.19798 5.42 0.342 0.0 0.315 0.267
DP01852r001_2 172 0.1223 4.63 0.364 0.0 0.32799999999999996 0.279
DP01852r001_3 172 0.17298 4.79 0.348 0.0 0.376 0.266
DP01852r001_4 172 0.13524 5.08 0.375 0.0 0.36200000000000004 0.256
DP01852r001_5 172 0.18485 4.48 0.35700000000000004 0.0 0.376 0.263
DP01859r001_1 358 0.35384 64.69 0.299 0.304 0.348 0.204
DP01859r001_2 358 0.34083 65.0 0.305 0.3720000000000001 0.39799999999999996 0.214
DP01859r001_3 358 0.35535 65.51 0.419 0.429 0.528 0.388
DP01859r001_4 358 0.31706 65.99 0.421 0.395 0.5429999999999999 0.373
DP01859r001_5 358 0.32577 66.23 0.4 0.385 0.513 0.366
DP01863r001_1 462 0.14501 22.26 0.32 0.106 0.6103896104000001 0.16
DP01863r001_2 462 0.15654 22.52 0.348 0.085 0.5930735931000001 0.197
DP01863r001_3 462 0.16385 20.89 0.299 0.09 0.5974025974 0.153
DP01863r001_4 462 0.14288 22.53 0.325 0.121 0.5454545454999999 0.206
DP01870r001_1 81 0.8486100000000001 2.05 0.436 0.965 0.7120000000000001 0.514
DP01870r001_2 81 0.849 2.06 0.447 0.965 0.7070000000000001 0.463
DP01870r001_3 81 0.8500200000000001 2.06 0.4270000000000001 0.965 0.705 0.507
DP01870r001_4 81 0.84121 2.15 0.4370000000000001 0.9570000000000001 0.695 0.48
DP01870r001_5 81 0.8483 2.36 0.442 0.9359999999999999 0.7 0.5
DP01880r001_1 206 0.122 12.31 0.32 0.266 0.402 0.252
DP01880r001_2 206 0.12275 12.85 0.29 0.235 0.39399999999999996 0.264
DP01880r001_3 206 0.11527000000000001 12.77 0.324 0.276 0.41600000000000004 0.267
DP01880r001_4 206 0.11750999999999999 12.78 0.29100000000000004 0.263 0.457 0.266
DP01880r001_5 206 0.14084000000000002 11.17 0.289 0.195 0.431 0.26
DP01890r005_1 61 0.15134 15.87 0.252 0.414 0.375 0.35600000000000004
DP01890r005_2 61 0.12918 16.16 0.252 0.35 0.413 0.338
DP01890r005_3 61 0.13802 15.74 0.26 0.29100000000000004 0.374 0.343
DP01890r005_4 61 0.13266 15.53 0.278 0.374 0.408 0.368
DP01890r005_5 61 0.12793 15.42 0.232 0.401 0.35200000000000004 0.35600000000000004
DP01920r001_1 77 0.31585 16.13 0.337 0.604 0.337 0.41
DP01920r001_2 77 0.33660999999999996 15.04 0.391 0.603 0.4270000000000001 0.414
DP01920r001_3 77 0.32477 15.3 0.392 0.6 0.396 0.425
DP01920r001_4 77 0.32086 15.52 0.348 0.615 0.36200000000000004 0.386
DP01920r001_5 77 0.30862 13.92 0.35700000000000004 0.48700000000000004 0.40700000000000003 0.382
DP01942r001_1 236 0.75256 2.44 0.293 0.983 0.45799999999999996 0.299
DP01942r001_2 236 0.7448 2.46 0.284 0.977 0.493 0.314
DP01942r001_3 236 0.74312 2.48 0.315 0.983 0.452 0.294
DP01942r001_4 236 0.7439600000000001 2.6 0.324 0.9640000000000001 0.46299999999999997 0.34700000000000003
DP01942r001_5 236 0.75007 2.46 0.292 0.9840000000000001 0.434 0.371
DP01943r001_1 62 0.10514000000000001 10.83 0.265 0.8140000000000001 0.7258064516 0.542
DP01943r001_2 62 0.11260999999999999 11.39 0.258 0.8170000000000001 0.7096774194000001 0.5539999999999999
DP01943r001_3 62 0.10454000000000001 11.33 0.258 0.838 0.7419354839000001 0.426
DP01943r001_4 62 0.11245 11.27 0.298 0.809 0.7419354839000001 0.524
DP01943r001_5 62 0.10509 11.04 0.35 0.7709999999999999 0.8064516129000001 0.575
DP01944r001_1 103 0.67786 4.29 0.333 0.9890000000000001 0.47100000000000003 0.391
DP01944r001_2 103 0.6654 4.18 0.331 0.986 0.47200000000000003 0.42
DP01944r001_3 103 0.6623399999999999 4.29 0.3 0.988 0.495 0.402
DP01944r001_4 103 0.6694 4.28 0.303 0.99 0.484 0.392
DP01944r001_5 103 0.6733600000000001 4.25 0.314 0.988 0.532 0.41
DP01951r004_1 70 0.77464 1.77 0.617 0.968 0.715 0.6459999999999999
DP01951r004_2 70 0.76584 1.78 0.596 0.9540000000000001 0.6940000000000001 0.6559999999999999
DP01951r004_3 70 0.7752 1.74 0.5870000000000001 0.948 0.695 0.657
DP01951r004_4 70 0.76688 1.84 0.617 0.968 0.7120000000000001 0.634
DP01951r004_5 70 0.76339 1.88 0.625 0.9620000000000001 0.736 0.6679999999999999
DP01963r002_1 41 0.36036999999999997 7.21 0.14 0.579 0.506 0.493
DP01963r002_2 41 0.36323 6.0 0.13 0.633 0.504 0.6779999999999999
DP01963r002_3 41 0.36199000000000003 6.11 0.136 0.669 0.53 0.6459999999999999
DP01963r002_4 41 0.3598 6.82 0.118 0.607 0.515 0.727
DP01963r002_5 41 0.35381999999999997 5.0 0.13 0.68 0.455 0.628
DP01971r001_1 181 0.84901 2.47 0.595 0.927 0.568 0.425
DP01971r001_2 181 0.849 2.46 0.605 0.925 0.5670000000000001 0.4320000000000001
DP01971r001_3 181 0.8486299999999999 2.51 0.607 0.9109999999999999 0.56 0.443
DP01971r001_4 181 0.8557 2.37 0.594 0.92 0.5589999999999999 0.446
DP01971r001_5 181 0.85103 2.46 0.589 0.898 0.5589999999999999 0.41
DP01996r002_1 30 0.37623 3.72 0.387 0.98 0.593 0.677
DP01996r002_2 30 0.37593000000000004 3.74 0.388 0.972 0.584 0.6809999999999999
DP01996r002_3 30 0.37582 3.72 0.385 0.981 0.579 0.6809999999999999
DP01996r002_4 30 0.35612 3.73 0.392 0.9520000000000001 0.652 0.613
DP01996r002_5 30 0.37399 3.71 0.416 0.9740000000000001 0.573 0.652
DP02003r001_1 60 0.40626999999999996 5.22 0.18600000000000005 0.898 0.4920000000000001 0.515
DP02003r001_2 60 0.4307 5.21 0.184 0.919 0.493 0.477
DP02003r001_3 60 0.40881999999999996 4.66 0.192 0.9109999999999999 0.485 0.529
DP02003r001_4 60 0.42717 5.22 0.188 0.9159999999999999 0.505 0.458
DP02003r001_5 60 0.41111000000000003 4.65 0.207 0.9109999999999999 0.518 0.505
DP02009r001_1 182 0.22311999999999999 8.6 0.284 0.387 0.48700000000000004 0.3
DP02009r001_2 182 0.21971999999999997 11.59 0.302 0.332 0.512 0.392
DP02009r001_3 182 0.22230999999999998 9.94 0.273 0.408 0.45 0.4320000000000001
DP02009r001_4 182 0.24541999999999997 10.76 0.292 0.331 0.45399999999999996 0.384
DP02009r001_5 182 0.21518 9.43 0.274 0.395 0.4920000000000001 0.433
DP02010r003_1 108 0.48099 7.13 0.483 0.71 0.545 0.505
DP02010r003_2 108 0.48335 7.3 0.455 0.7170000000000001 0.5539999999999999 0.504
DP02010r003_3 108 0.50955 5.11 0.486 0.677 0.5720000000000001 0.4920000000000001
DP02010r003_4 108 0.47948 7.35 0.466 0.6940000000000001 0.546 0.4920000000000001
DP02010r003_5 108 0.5007199999999999 5.11 0.477 0.685 0.556 0.522
DP02025r001_1 105 0.184 11.65 0.64 0.953 0.7070000000000001 0.5539999999999999
DP02025r001_2 105 0.18175999999999998 11.6 0.628 0.9570000000000001 0.667 0.532
DP02025r001_3 105 0.18367999999999998 11.62 0.64 0.955 0.698 0.552
DP02025r001_4 105 0.18306 11.62 0.645 0.9520000000000001 0.69 0.52
DP02025r001_5 105 0.18300999999999998 11.61 0.649 0.948 0.685 0.532
DP02033r008_1 956 0.29464 32.72 0.366 0.129 0.145 0.16
DP02033r008_2 956 0.30828 23.02 0.321 0.11599999999999999 0.163 0.119
DP02033r008_3 956 0.32968000000000003 31.29 0.396 0.13 0.449 0.185
DP02033r008_4 956 0.21289 32.67 0.292 0.1 0.14400000000000002 0.108
DP02033r008_5 956 0.21403000000000003 30.91 0.29600000000000004 0.10099999999999999 0.209 0.116
DP02042r001_1 54 0.19722 11.47 0.206 0.531 0.358 0.419
DP02042r001_2 54 0.20764000000000002 10.96 0.22 0.575 0.371 0.471
DP02042r001_3 54 0.20501999999999998 11.16 0.212 0.611 0.368 0.439
DP02042r001_4 54 0.20190999999999998 11.04 0.188 0.46399999999999997 0.3670000000000001 0.429
DP02042r001_5 54 0.20199 11.0 0.199 0.434 0.38299999999999995 0.471
DP02049r001_1 155 0.13227 23.88 0.383 0.527 0.506 0.466
DP02049r001_2 155 0.12714 24.04 0.385 0.547 0.456 0.458
DP02049r001_3 155 0.12337999999999999 22.69 0.382 0.446 0.48100000000000004 0.418
DP02049r001_4 155 0.13103 24.04 0.39 0.581 0.493 0.458
DP02049r001_5 155 0.13025 24.78 0.3670000000000001 0.532 0.511 0.412
DP02049r002_1 56 0.26066999999999996 7.6 0.325 0.494 0.621 0.474
DP02049r002_2 56 0.24788000000000002 7.59 0.34700000000000003 0.7959999999999999 0.63 0.464
DP02049r002_3 56 0.25308 7.64 0.37 0.779 0.647 0.453
DP02049r002_4 56 0.25058 7.66 0.363 0.7909999999999999 0.629 0.452
DP02049r002_5 56 0.25328 7.69 0.359 0.701 0.552 0.484
DP02050r002_1 101 0.50521 14.2 0.406 0.604 0.522 0.486
DP02050r002_2 101 0.5102300000000001 14.43 0.383 0.623 0.513 0.448
DP02050r002_3 101 0.49777 13.99 0.404 0.594 0.493 0.506
DP02050r002_4 101 0.49791 14.76 0.398 0.556 0.542 0.485
DP02050r002_5 101 0.49008999999999997 13.06 0.375 0.516 0.493 0.465
DP02055r001_1 44 0.3877 3.09 0.41 0.92 0.58 0.5479999999999999
DP02055r001_2 44 0.38975 3.04 0.417 0.836 0.5760000000000001 0.564
DP02055r001_3 44 0.38938 3.15 0.42 0.9059999999999999 0.611 0.546
DP02055r001_4 44 0.39143 3.05 0.407 0.9009999999999999 0.606 0.56
DP02055r001_5 44 0.3923 3.36 0.448 0.892 0.603 0.544
DP02071r001_1 81 0.12963 9.9 0.327 0.877 0.4920000000000001 0.55
DP02071r001_2 81 0.1294 9.96 0.335 0.866 0.503 0.516
DP02071r001_3 81 0.12964 9.4 0.318 0.882 0.47200000000000003 0.528
DP02071r001_4 81 0.13035 9.48 0.327 0.883 0.503 0.596
DP02071r001_5 81 0.12863 9.94 0.321 0.833 0.478 0.498
DP02086r001_1 142 0.10528 16.82 0.284 0.195 0.223 0.247
DP02086r001_2 142 0.10676 18.7 0.278 0.201 0.3 0.278
DP02086r001_3 142 0.10228 17.75 0.28800000000000003 0.23 0.297 0.266
DP02086r001_4 142 0.1175 15.74 0.251 0.183 0.299 0.256
DP02086r001_5 142 0.09289 17.43 0.313 0.21899999999999997 0.326 0.276
DP02109r001_1 60 0.21334 18.4 0.342 0.64 0.498 0.477
DP02109r001_2 60 0.22007 17.26 0.33 0.35600000000000004 0.47700000000000004 0.514
DP02109r001_3 60 0.21266999999999997 18.22 0.377 0.638 0.496 0.493
DP02109r001_4 60 0.21193 18.35 0.34700000000000003 0.636 0.473 0.503
DP02109r001_5 60 0.24541 10.42 0.306 0.414 0.433 0.443
DP02143r003_1 59 0.5352600000000001 6.39 0.299 0.8029999999999999 0.726 0.6859999999999999
DP02143r003_2 59 0.5502600000000001 5.4 0.266 0.831 0.682 0.708
DP02143r003_3 59 0.55114 5.48 0.275 0.8029999999999999 0.6559999999999999 0.7020000000000001
DP02143r003_4 59 0.53168 6.11 0.287 0.784 0.7240000000000001 0.7240000000000001
DP02143r003_5 59 0.60732 5.54 0.293 0.688 0.65 0.713
DP02148r002_1 259 0.6331899999999999 2.69 0.349 0.4970000000000001 0.502 0.353
DP02148r002_2 259 0.65908 2.35 0.396 0.6829999999999999 0.544 0.326
DP02148r002_3 259 0.6677 2.2 0.387 0.47 0.593 0.435
DP02148r002_4 259 0.6785100000000001 2.18 0.406 0.642 0.616 0.454
DP02148r002_5 259 0.67575 2.19 0.408 0.6659999999999999 0.608 0.474
DP02162r001_1 141 0.34123000000000003 13.9 0.428 0.687 0.544 0.388
DP02162r001_2 141 0.34601 13.06 0.483 0.789 0.528 0.404
DP02162r001_3 141 0.34236 13.17 0.473 0.7859999999999999 0.528 0.436
DP02162r001_4 141 0.34533 12.81 0.458 0.768 0.54 0.399
DP02162r001_5 141 0.34465999999999997 13.2 0.454 0.76 0.5539999999999999 0.412
DP02167r001_1 132 0.12999000000000002 11.92 0.349 0.8240000000000001 0.373 0.328
DP02167r001_2 132 0.13149 11.68 0.368 0.863 0.41100000000000003 0.327
DP02167r001_3 132 0.11905 11.73 0.3 0.861 0.35600000000000004 0.333
DP02167r001_4 132 0.12644 11.9 0.292 0.8540000000000001 0.363 0.332
DP02167r001_5 132 0.12899000000000002 11.9 0.315 0.818 0.4 0.358
DP02171r002_1 33 0.2514 3.92 0.154 0.52 0.495 0.426
DP02171r002_2 33 0.25322 4.98 0.21 0.534 0.493 0.373
DP02171r002_3 33 0.25547 4.95 0.163 0.537 0.546 0.39
DP02171r002_4 33 0.2622 5.06 0.183 0.48200000000000004 0.461 0.408
DP02171r002_5 33 0.25956999999999997 6.44 0.16899999999999998 0.444 0.489 0.407
DP02253r001_1 56 0.1675 12.07 0.211 0.496 0.596 0.41
DP02253r001_2 56 0.16659000000000002 11.82 0.246 0.535 0.519 0.44
DP02253r001_3 56 0.16744 11.29 0.215 0.47600000000000003 0.619 0.449
DP02253r001_4 56 0.16737 11.48 0.263 0.537 0.537 0.448
DP02253r001_5 56 0.1662 13.23 0.23 0.45899999999999996 0.586 0.435
DP02312r001_1 73 0.18922 15.06 0.313 0.8420000000000001 0.5579999999999999 0.428
DP02312r001_2 73 0.18703 14.46 0.299 0.632 0.503 0.457
DP02312r001_3 73 0.18625 15.32 0.309 0.7709999999999999 0.516 0.424
DP02312r001_4 73 0.18921 15.45 0.284 0.764 0.495 0.438
DP02312r001_5 73 0.19103 15.02 0.317 0.82 0.498 0.444
DP02317r001_1 62 0.27246 11.69 0.44 0.8390000000000001 0.41600000000000004 0.392
DP02317r001_2 62 0.27887 11.61 0.434 0.878 0.475 0.426
DP02317r001_3 62 0.27505999999999997 11.76 0.468 0.8590000000000001 0.469 0.425
DP02317r001_4 62 0.2784 11.35 0.491 0.835 0.445 0.402
DP02317r001_5 62 0.27629000000000004 11.78 0.438 0.873 0.462 0.406
DP02327r008_1 38 0.53151 4.34 0.35600000000000004 0.858 0.723 0.792
DP02327r008_2 38 0.54043 3.51 0.35 0.815 0.7090000000000001 0.7809999999999999
DP02327r008_3 38 0.53162 4.43 0.373 0.858 0.723 0.7959999999999999
DP02327r008_4 38 0.52325 4.36 0.384 0.8320000000000001 0.659 0.733
DP02327r008_5 38 0.53287 3.45 0.373 0.8190000000000001 0.727 0.7979999999999999
DP02334r001_1 53 0.29606 13.26 0.168 0.792 0.504 0.45
DP02334r001_2 53 0.29588000000000003 13.25 0.163 0.807 0.493 0.4320000000000001
DP02334r001_3 53 0.30186 12.92 0.162 0.769 0.49 0.52
DP02334r001_4 53 0.30086999999999997 13.04 0.168 0.759 0.48 0.493
DP02334r001_5 53 0.29573 13.26 0.16 0.6659999999999999 0.504 0.457
DP02340r001_1 92 0.62435 6.42 0.547 0.955 0.588 0.56
DP02340r001_2 92 0.62798 6.42 0.552 0.958 0.5770000000000001 0.555
DP02340r001_3 92 0.62179 6.43 0.5870000000000001 0.96 0.589 0.5760000000000001
DP02340r001_4 92 0.6179899999999999 6.46 0.575 0.9590000000000001 0.5920000000000001 0.5660000000000001
DP02340r001_5 92 0.62128 6.41 0.564 0.9620000000000001 0.588 0.536
DP02340r007_1 106 0.39724 10.5 0.542 0.8340000000000001 0.532 0.462
DP02340r007_2 106 0.41376999999999997 10.45 0.5379999999999999 0.855 0.52 0.4920000000000001
DP02340r007_3 106 0.39548 10.29 0.5479999999999999 0.804 0.539 0.484
DP02340r007_4 106 0.40305 10.63 0.551 0.851 0.557 0.4920000000000001
DP02340r007_5 106 0.41113 10.46 0.537 0.8440000000000001 0.5329999999999999 0.495
DP02386r001_1 358 0.12376 42.76 0.28800000000000003 0.129 0.47100000000000003 0.194
DP02386r001_2 358 0.14001 39.68 0.247 0.127 0.45 0.175
DP02386r001_3 358 0.12565 40.5 0.28 0.09699999999999999 0.4320000000000001 0.188
DP02386r001_4 358 0.11422 38.76 0.274 0.10300000000000001 0.496 0.194
DP02386r001_5 358 0.12372000000000001 42.02 0.275 0.13699999999999998 0.406 0.193
DP02476r001_1 231 0.26809 7.27 0.265 0.586 0.337 0.278
DP02476r001_2 231 0.22985999999999998 7.57 0.273 0.575 0.397 0.22
DP02476r001_3 231 0.23885 7.25 0.262 0.466 0.512 0.224
DP02476r001_4 231 0.26886 7.38 0.275 0.59 0.485 0.229
DP02476r001_5 231 0.25847 7.3 0.305 0.638 0.377 0.29100000000000004
DP02476r007_1 229 0.14353 16.77 0.462 0.935 0.447 0.413
DP02476r007_2 229 0.13289 15.61 0.47 0.9490000000000001 0.506 0.424
DP02476r007_3 229 0.18706 13.27 0.482 0.948 0.474 0.431
DP02476r007_4 229 0.15604 13.65 0.466 0.9359999999999999 0.505 0.408
DP02476r007_5 229 0.13447 14.2 0.477 0.941 0.493 0.415
DP02477r005_1 353 0.65145 13.49 0.397 0.7979999999999999 0.614 0.35600000000000004
DP02477r005_2 353 0.6140100000000001 13.77 0.39 0.782 0.619 0.366
DP02477r005_3 353 0.64252 13.48 0.408 0.8270000000000001 0.644 0.426
DP02477r005_4 353 0.65072 13.33 0.394 0.782 0.621 0.349
DP02477r005_5 353 0.6008399999999999 13.73 0.39 0.768 0.632 0.396
